spp,date,day,month,year,ccl,obs,area,geraci
Caretta caretta,24/2/2015,24,2,2015,68,,south,
Caretta caretta,24/2/2015,24,2,2015,73,,south,
Chelonia mydas,24/2/2015,24,2,2015,43.5,,south,
Caretta caretta,24/2/2015,24,2,2015,,Reavistada FURG,south,
Chelonia mydas,24/2/2015,24,2,2015,40.2,,south,
Caretta caretta,24/2/2015,24,2,2015,79.8,,south,
Caretta caretta,24/2/2015,24,2,2015,92,,south,
Caretta caretta,24/2/2015,24,2,2015,,Reavistada FURG,south,
Chelonia mydas,24/2/2015,24,2,2015,49,,south,
Caretta caretta,24/2/2015,24,2,2015,,,south,
Caretta caretta,24/2/2015,24,2,2015,,,south,
Caretta caretta,24/2/2015,24,2,2015,81,"Coletada pele dna e isot—pos, mœsculo dna e isot—pos, escudo e œmero",south,
Caretta caretta,24/2/2015,24,2,2015,,,south,
Caretta caretta,24/2/2015,24,2,2015,96.5,Comprimento aproximado - Fêmea,south,
Chelonia mydas,24/2/2015,24,2,2015,43.7,,south,
Chelonia mydas,24/2/2015,24,2,2015,38,,south,
Chelonia mydas,24/2/2015,24,2,2015,52.5,,south,
Chelonia mydas,24/2/2015,24,2,2015,37.8,,south,
Chelonia mydas,24/2/2015,24,2,2015,40.6,,south,
Caretta caretta,24/2/2015,24,2,2015,,,south,
Caretta caretta,24/2/2015,24,2,2015,54,,south,
Chelonia mydas,24/2/2015,24,2,2015,37.2,,south,
Chelonia mydas,24/2/2015,24,2,2015,35.5,,south,
Chelonia mydas,24/2/2015,24,2,2015,37.5,Viva -  encaminhada para o CRAM,south,
Caretta caretta,24/2/2015,24,2,2015,98.5,Fêmea,south,
Caretta caretta,24/2/2015,24,2,2015,,Reavistada FURG,south,
Caretta caretta,24/2/2015,24,2,2015,,,south,
Caretta caretta,24/2/2015,24,2,2015,61.2,,south,
Caretta caretta,24/2/2015,24,2,2015,,Reavistada FURG,south,
Caretta caretta,10/3/15,10,3,2015,63.5,,south,
Caretta caretta,10/3/15,10,3,2015,,,south,
Chelonia mydas,10/3/15,10,3,2015,,,south,
Caretta caretta,10/3/15,10,3,2015,,,south,
Chelonia mydas,10/3/15,10,3,2015,,,south,
Chelonia mydas,10/3/15,10,3,2015,49,"
",south,
Caretta caretta,10/3/15,10,3,2015,74,,south,
Chelonia mydas,10/3/15,10,3,2015,42.5,,south,
Caretta caretta,10/3/15,10,3,2015,,,south,
Caretta caretta,10/3/15,10,3,2015,,,south,
Caretta caretta,10/3/15,10,3,2015,,,south,
Caretta caretta,10/3/15,10,3,2015,,,south,
Caretta caretta,10/3/15,10,3,2015,94,Coletado mœsculo e pele para dna e is—topos - fotos,south,
Chelonia mydas,10/3/15,10,3,2015,48,,south,
Caretta caretta,10/3/15,10,3,2015,89,,south,
Chelonia mydas,10/3/15,10,3,2015,,,south,
Chelonia mydas,10/3/15,10,3,2015,33,,south,
Chelonia mydas,10/3/15,10,3,2015,46,,south,
Caretta caretta,10/3/15,10,3,2015,90,,south,
Caretta caretta,10/3/15,10,3,2015,,,south,
Caretta caretta,10/3/15,10,3,2015,,,south,
Caretta caretta,10/3/15,10,3,2015,,,south,
Caretta caretta,10/3/15,10,3,2015,74,,south,
Caretta caretta,10/3/15,10,3,2015,,,south,
Caretta caretta,10/3/15,10,3,2015,72,,south,
Caretta caretta,10/3/15,10,3,2015,85,Viva encaminhada para o CRAM - Fotos e video,south,
Caretta caretta,10/3/15,10,3,2015,,,south,
Caretta caretta,10/3/15,10,3,2015,85.5,"Coletado mœsculo e pele para dna e is—topos, macho.",south,
Caretta caretta,10/3/15,10,3,2015,,,south,
Caretta caretta,10/3/15,10,3,2015,94,Coletado pele e mœsculo para dna e is—topos.,south,
Chelonia mydas,10/3/15,10,3,2015,38,,south,
Chelonia mydas,10/3/15,10,3,2015,49,,south,
Caretta caretta,10/3/15,10,3,2015,86.5,Tamanho aproximado,south,
Chelonia mydas,10/3/15,10,3,2015,,,south,
Chelonia mydas,10/3/15,10,3,2015,35,,south,
Chelonia mydas,10/3/15,10,3,2015,,,south,
Chelonia mydas,10/3/15,10,3,2015,41,,south,
Chelonia mydas,10/3/15,10,3,2015,40,,south,
Chelonia mydas,10/3/15,10,3,2015,,,south,
Caretta caretta,10/3/15,10,3,2015,108,"Coletado mœsculo e pele para dna e is—topos, rim e escudo.",south,
Chelonia mydas,10/3/15,10,3,2015,33.5,,south,
Chelonia mydas,10/3/15,10,3,2015,32.5,,south,
Caretta caretta,10/3/15,10,3,2015,86.5,,south,
Caretta caretta,10/3/15,10,3,2015,,,south,
Chelonia mydas,10/3/15,10,3,2015,47,,south,
Caretta caretta,10/3/15,10,3,2015,79,,south,
Caretta caretta,10/3/15,10,3,2015,,,south,
Caretta caretta,10/3/15,10,3,2015,104,Mœsculo e pele para dna e is—topos. Macho,south,
Caretta caretta,10/3/15,10,3,2015,77.5,na ‡gua - Fotos,south,
Caretta caretta,10/3/15,10,3,2015,68,,south,
Caretta caretta,10/3/15,10,3,2015,,,south,
Caretta caretta,10/3/15,10,3,2015,,,south,
Caretta caretta,10/3/15,10,3,2015,,,south,
Caretta caretta,10/3/15,10,3,2015,73,,south,
Caretta caretta,10/3/15,10,3,2015,,,south,
Caretta caretta,10/3/15,10,3,2015,,,south,
Caretta caretta,10/3/15,10,3,2015,108,,south,
Caretta caretta,10/3/15,10,3,2015,97.5,"Coletado musculo e pele para dna e is—topos, escudo - Fotos",south,
Caretta caretta,10/3/15,10,3,2015,78,Mœsculo e pele para dna e is—topos e escudo.,south,
Chelonia mydas,10/3/15,10,3,2015,38,,south,
Chelonia mydas,10/3/15,10,3,2015,38,Pressa na rede malha 38cm - Fotos,south,
Chelonia mydas,10/3/15,10,3,2015,40,,south,
Chelonia mydas,10/3/15,10,3,2015,46.5,,south,
Chelonia mydas,10/3/15,10,3,2015,39,,south,
Chelonia mydas,10/3/15,10,3,2015,38,,south,
Chelonia mydas,10/3/15,10,3,2015,,,south,
Chelonia mydas,10/3/15,10,3,2015,37,Viva encaminhada para o CRAM -  fotos ,south,
Caretta caretta,10/3/15,10,3,2015,64,Tamanho aproximado,south,
Caretta caretta,10/3/15,10,3,2015,,,south,
Caretta caretta,10/3/15,10,3,2015,,,south,
Caretta caretta,10/3/15,10,3,2015,,,south,
Caretta caretta,10/3/15,10,3,2015,,,south,
Chelonia mydas,10/3/15,10,3,2015,43,,south,
Caretta caretta,10/3/15,10,3,2015,,,south,
Chelonia mydas,10/3/15,10,3,2015,,,south,
Caretta caretta,10/3/15,10,3,2015,64.5,,south,
Chelonia mydas,10/3/15,10,3,2015,37,,south,
Chelonia mydas,10/3/15,10,3,2015,32,,south,
Chelonia mydas,10/3/15,10,3,2015,34,,south,
Caretta caretta,10/3/15,10,3,2015,85,,south,
Caretta caretta,10/3/15,10,3,2015,,na ‡gua,south,
Caretta caretta,10/3/15,10,3,2015,,,south,
Caretta caretta,10/3/15,10,3,2015,,,south,
Caretta caretta,10/3/15,10,3,2015,,,south,
Caretta caretta,10/3/15,10,3,2015,,,south,
Chelonia mydas,10/3/15,10,3,2015,35,,south,
Chelonia mydas,10/3/15,10,3,2015,,,south,
Chelonia mydas,10/3/15,10,3,2015,35,Viva- encaminhada para o CRAM,south,
Chelonia mydas,10/3/15,10,3,2015,45,,south,
Caretta caretta,10/3/15,10,3,2015,65,Coletado pele e mœsculo para dna e is—topo e escudo,south,
Caretta caretta,10/3/15,10,3,2015,90,,south,
Chelonia mydas,10/3/15,10,3,2015,,,south,
Chelonia mydas,10/3/15,10,3,2015,38,,south,
Chelonia mydas,10/3/15,10,3,2015,33,,south,
Chelonia mydas,10/3/15,10,3,2015,,,south,
Caretta caretta,10/3/15,10,3,2015,,,south,
Caretta caretta,10/3/15,10,3,2015,,,south,
Chelonia mydas,10/3/15,10,3,2015,40,,south,
Caretta caretta,10/3/15,10,3,2015,,,south,
Chelonia mydas,10/3/15,10,3,2015,44,,south,
Caretta caretta,10/3/15,10,3,2015,,,south,
Chelonia mydas,10/3/15,10,3,2015,,,south,
Chelonia mydas,10/3/15,10,3,2015,,,south,
Caretta caretta,10/3/15,10,3,2015,,,south,
Chelonia mydas,10/3/15,10,3,2015,50,,south,
Caretta caretta,10/3/15,10,3,2015,81,Coletado mœsculo e pele para dna e is—topos,south,
Chelonia mydas,10/3/15,10,3,2015,32,,south,
Caretta caretta,10/3/15,10,3,2015,,,south,
Chelonia mydas,10/3/15,10,3,2015,39.5,,south,
Chelonia mydas,10/3/15,10,3,2015,36,,south,
Caretta caretta,10/3/15,10,3,2015,,,south,
Chelonia mydas,10/3/15,10,3,2015,38,,south,
Chelonia mydas,10/3/15,10,3,2015,48.5,,south,
Chelonia mydas,13/3/2015,13,3,2015,,,south,
Chelonia mydas,13/3/2015,13,3,2015,45.8,,south,
Chelonia mydas,13/3/2015,13,3,2015,40,,south,
Caretta caretta,13/3/2015,13,3,2015,87.5,,south,
Chelonia mydas,13/3/2015,13,3,2015,37.3,,south,
Caretta caretta,13/3/2015,13,3,2015,85,,south,
Caretta caretta,13/3/2015,13,3,2015,66,,south,
Chelonia mydas,13/3/2015,13,3,2015,44,,south,
Chelonia mydas,13/3/2015,13,3,2015,,,south,
Chelonia mydas,13/3/2015,13,3,2015,,,south,
Caretta caretta,13/3/2015,13,3,2015,82.5,,south,
Caretta caretta,13/3/2015,13,3,2015,,,south,
Caretta caretta,13/3/2015,13,3,2015,,,south,
Caretta caretta,13/3/2015,13,3,2015,,,south,
Caretta caretta,13/3/2015,13,3,2015,70,,south,
Caretta caretta,13/3/2015,13,3,2015,,,south,
Caretta caretta,13/3/2015,13,3,2015,,,south,
Caretta caretta,13/3/2015,13,3,2015,,,south,
Chelonia mydas,13/3/2015,13,3,2015,,,south,
Caretta caretta,13/3/2015,13,3,2015,77.8,Com rede na cabeça malha 8cm.,south,
Caretta caretta,13/3/2015,13,3,2015,,,south,
Caretta caretta,13/3/2015,13,3,2015,72,,south,
Chelonia mydas,13/3/2015,13,3,2015,38,,south,
Caretta caretta,13/3/2015,13,3,2015,83,,south,
Chelonia mydas,13/3/2015,13,3,2015,,,south,
Chelonia mydas,13/3/2015,13,3,2015,,,south,
Caretta caretta,13/3/2015,13,3,2015,80,,south,
Caretta caretta,13/3/2015,13,3,2015,64.7,,south,
Caretta caretta,13/3/2015,13,3,2015,88.7,"Escudo esquerdo, coletado escudo,  mœsculo e pele para dna e is—topos.",south,
Caretta caretta,13/3/2015,13,3,2015,,,south,
Caretta caretta,13/3/2015,13,3,2015,,,south,
Caretta caretta,13/3/2015,13,3,2015,,,south,
Caretta caretta,13/3/2015,13,3,2015,59,"Coletado mœsculo e pele para dna e isot—pos, escudo e œmero.",south,
Caretta caretta,13/3/2015,13,3,2015,,,south,
Caretta caretta,13/3/2015,13,3,2015,,,south,
Caretta caretta,13/3/2015,13,3,2015,70,,south,
Chelonia mydas,13/3/2015,13,3,2015,,,south,
Caretta caretta,13/3/2015,13,3,2015,,Casco quebrado e sem a cabeça parece arrancada,south,
Caretta caretta,13/3/2015,13,3,2015,,,south,
Caretta caretta,13/3/2015,13,3,2015,74.4,,south,
Caretta caretta,13/3/2015,13,3,2015,,,south,
Caretta caretta,13/3/2015,13,3,2015,62,,south,
Caretta caretta,13/3/2015,13,3,2015,,,south,
Caretta caretta,13/3/2015,13,3,2015,82,"Recaptura brinco de boi lacre: 215 e 216. Coletado mœsculo(4), pele(4), escudo, gordura, g™nada,f’gado, rim. FOTOS",south,
Chelonia mydas,13/3/2015,13,3,2015,,,south,
Caretta caretta,13/3/2015,13,3,2015,90,,south,
Chelonia mydas,13/3/2015,13,3,2015,31.2,,south,
Chelonia mydas,13/3/2015,13,3,2015,38.7,,south,
Caretta caretta,13/3/2015,13,3,2015,,,south,
Chelonia mydas,13/3/2015,13,3,2015,36.5,,south,
Caretta caretta,13/3/2015,13,3,2015,86,,south,
Caretta caretta,13/3/2015,13,3,2015,80,,south,
Chelonia mydas,13/3/2015,13,3,2015,,,south,
Chelonia mydas,13/3/2015,13,3,2015,,,south,
Chelonia mydas,13/3/2015,13,3,2015,,,south,
Chelonia mydas,13/3/2015,13,3,2015,38.5,,south,
Caretta caretta,13/3/2015,13,3,2015,78,,south,
Caretta caretta,13/3/2015,13,3,2015,85,,south,
Caretta caretta,13/3/2015,13,3,2015,92,,south,
Caretta caretta,13/3/2015,13,3,2015,,,south,
Caretta caretta,13/3/2015,13,3,2015,69.2,,south,
Chelonia mydas,13/3/2015,13,3,2015,39.3,Casco com epibiontes com mordida cicatrizada na lateral,south,
Chelonia mydas,13/3/2015,13,3,2015,44.9,,south,
Chelonia mydas,13/3/2015,13,3,2015,57.5,,south,
Chelonia mydas,13/3/2015,13,3,2015,50.4,,south,
Chelonia mydas,13/3/2015,13,3,2015,,,south,
Chelonia mydas,13/3/2015,13,3,2015,39.8,,south,
Caretta caretta,13/3/2015,13,3,2015,78,,south,
Chelonia mydas,13/3/2015,13,3,2015,43,,south,
Chelonia mydas,13/3/2015,13,3,2015,30.6,Viva -  encaminhada para o CRAM,south,
Chelonia mydas,13/3/2015,13,3,2015,39,,south,
Chelonia mydas,13/3/2015,13,3,2015,,,south,
Chelonia mydas,13/3/2015,13,3,2015,57,"Coletada cabeça e œmero, coletada mœsculo e pele para dna e isot—pos",south,
Caretta caretta,13/3/2015,13,3,2015,80,,south,
Caretta caretta,13/3/2015,13,3,2015,,,south,
Chelonia mydas,13/3/2015,13,3,2015,35,,south,
Chelonia mydas,7/4/15,7,4,2015,36,,south,
Caretta caretta,7/4/15,7,4,2015,66.7,,south,
Caretta caretta,7/4/15,7,4,2015,59.5,Coletado mœsculo e pele para dna e is—tpos e escudo,south,
Caretta caretta,7/4/15,7,4,2015,,,south,
Caretta caretta,7/4/15,7,4,2015,79,,south,
Caretta caretta,7/4/15,7,4,2015,82.5,,south,
Caretta caretta,7/4/15,7,4,2015,63.5,,south,
Caretta caretta,7/4/15,7,4,2015,81,,south,
Caretta caretta,7/4/15,7,4,2015,91,,south,
Chelonia mydas,7/4/15,7,4,2015,,,south,
Caretta caretta,7/4/15,7,4,2015,78.5,somente a carapaça,south,
Caretta caretta,7/4/15,7,4,2015,67,,south,
Caretta caretta,7/4/15,7,4,2015,74.5,,south,
Caretta caretta,7/4/15,7,4,2015,,,south,
Caretta caretta,7/4/15,7,4,2015,,,south,
Caretta caretta,7/4/15,7,4,2015,75,,south,
Chelonia mydas,7/4/15,7,4,2015,35,Comprimento aproximado,south,
Caretta caretta,7/4/15,7,4,2015,87,,south,
Caretta caretta,7/4/15,7,4,2015,,,south,
Caretta caretta,7/4/15,7,4,2015,86.5,,south,
Caretta caretta,7/4/15,7,4,2015,81,,south,
Caretta caretta,7/4/15,7,4,2015,64,,south,
Caretta caretta,7/4/15,7,4,2015,,,south,
Caretta caretta,7/4/15,7,4,2015,63.5,,south,
Caretta caretta,7/4/15,7,4,2015,,Casco quebrado,south,
Caretta caretta,7/4/15,7,4,2015,,,south,
Caretta caretta,7/4/15,7,4,2015,83,,south,
Caretta caretta,7/4/15,7,4,2015,75.5,,south,
Caretta caretta,7/4/15,7,4,2015,83.5,,south,
Caretta caretta,7/4/15,7,4,2015,,,south,
Chelonia mydas,7/4/15,7,4,2015,36,,south,
Chelonia mydas,7/4/15,7,4,2015,,,south,
Chelonia mydas,7/4/15,7,4,2015,41.5,,south,
Chelonia mydas,7/4/15,7,4,2015,,,south,
Chelonia mydas,7/4/15,7,4,2015,45.5,,south,
Caretta caretta,7/4/15,7,4,2015,60.5,,south,
Caretta caretta,7/4/15,7,4,2015,83,,south,
Caretta caretta,7/4/15,7,4,2015,,,south,
Chelonia mydas,7/4/15,7,4,2015,36,,south,
Caretta caretta,7/4/15,7,4,2015,,,south,
Chelonia mydas,7/4/15,7,4,2015,42.2,,south,
Chelonia mydas,7/4/15,7,4,2015,34,,south,
Caretta caretta,7/4/15,7,4,2015,94.5,,south,
Caretta caretta,7/4/15,7,4,2015,80,,south,
Caretta caretta,7/4/15,7,4,2015,,,south,
Caretta caretta,7/4/15,7,4,2015,,,south,
Caretta caretta,7/4/15,7,4,2015,83,,south,
Caretta caretta,7/4/15,7,4,2015,,,south,
Caretta caretta,7/4/15,7,4,2015,84,,south,
Caretta caretta,7/4/15,7,4,2015,80,,south,
Chelonia mydas,7/4/15,7,4,2015,37.8,,south,
Chelonia mydas,7/4/15,7,4,2015,44,,south,
Caretta caretta,7/4/15,7,4,2015,86,,south,
Caretta caretta,7/4/15,7,4,2015,64,,south,
Caretta caretta,7/4/15,7,4,2015,99.1,,south,
Caretta caretta,7/4/15,7,4,2015,,,south,
Caretta caretta,7/4/15,7,4,2015,78,,south,
Caretta caretta,7/4/15,7,4,2015,80.5,,south,
Caretta caretta,7/4/15,7,4,2015,,,south,
Chelonia mydas,7/4/15,7,4,2015,35.5,Viva encaminhada para o CRAM - fotos,south,
Caretta caretta,7/4/15,7,4,2015,107.5,Macho - coletado mœsculo e pele para dna e is—topos e escudo - fotos,south,
Chelonia mydas,7/4/15,7,4,2015,36.5,,south,
Chelonia mydas,7/4/15,7,4,2015,32.2,,south,
Caretta caretta,7/4/15,7,4,2015,,,south,
Chelonia mydas,7/4/15,7,4,2015,36,fotos com rede no pescoço,south,
Chelonia mydas,7/4/15,7,4,2015,39.5,,south,
Chelonia mydas,7/4/15,7,4,2015,34.6,,south,
Chelonia mydas,7/4/15,7,4,2015,39.5,,south,
Chelonia mydas,7/4/15,7,4,2015,37.5,,south,
Chelonia mydas,7/4/15,7,4,2015,48.2,,south,
Chelonia mydas,7/4/15,7,4,2015,38,,south,
Chelonia mydas,7/4/15,7,4,2015,33.5,,south,
Chelonia mydas,7/4/15,7,4,2015,34,Viva - encaminhada ao CRAM,south,
Chelonia mydas,7/4/15,7,4,2015,48.1,Comprimento aproximado,south,
Chelonia mydas,7/4/15,7,4,2015,42.2,,south,
Chelonia mydas,7/4/15,7,4,2015,37,,south,
Caretta caretta,14/4/2015,14,4,2015,83.6,,south,
Caretta caretta,14/4/2015,14,4,2015,99.5,Dia 02/04/2015 - filmagem,south,
Chelonia mydas,14/4/2015,14,4,2015,41.8,,south,
Caretta caretta,14/4/2015,14,4,2015,67.2,Dia 02/04/2015 - filmagem - coletado musculo e pele para dna,south,
Caretta caretta,14/4/2015,14,4,2015,86,,south,
Caretta caretta,14/4/2015,14,4,2015,,,south,
Caretta caretta,14/4/2015,14,4,2015,58.8,,south,
Caretta caretta,14/4/2015,14,4,2015,80.3,,south,
Caretta caretta,14/4/2015,14,4,2015,60.5,tamanho aproximado,south,
Caretta caretta,14/4/2015,14,4,2015,94,,south,
Caretta caretta,14/4/2015,14,4,2015,,,south,
Caretta caretta,14/4/2015,14,4,2015,71.1,,south,
Caretta caretta,14/4/2015,14,4,2015,66.8,,south,
Caretta caretta,14/4/2015,14,4,2015,70.5,,south,
Caretta caretta,14/4/2015,14,4,2015,84,,south,
Caretta caretta,14/4/2015,14,4,2015,68.5,,south,
Caretta caretta,14/4/2015,14,4,2015,66.2,,south,
Caretta caretta,14/4/2015,14,4,2015,80.5,,south,
Caretta caretta,14/4/2015,14,4,2015,,,south,
Caretta caretta,14/4/2015,14,4,2015,78.5,,south,
Caretta caretta,14/4/2015,14,4,2015,79,,south,
Caretta caretta,14/4/2015,14,4,2015,71.6,,south,
Caretta caretta,14/4/2015,14,4,2015,60,,south,
Caretta caretta,14/4/2015,14,4,2015,70,Dia 02/04/2015 - filmagem,south,
Caretta caretta,14/4/2015,14,4,2015,65,,south,
Caretta caretta,14/4/2015,14,4,2015,,,south,
Caretta caretta,14/4/2015,14,4,2015,78.2,,south,
Caretta caretta,14/4/2015,14,4,2015,73.5,,south,
Caretta caretta,14/4/2015,14,4,2015,,,south,
Chelonia mydas,14/4/2015,14,4,2015,,,south,
Chelonia mydas,14/4/2015,14,4,2015,34,Dia 02/04/2015 - filmagem,south,
Caretta caretta,14/4/2015,14,4,2015,71,comprimento aproximado,south,
Chelonia mydas,14/4/2015,14,4,2015,42.5,,south,
Chelonia mydas,14/4/2015,14,4,2015,36.8,Com algas e cracas na carapaça,south,
Chelonia mydas,14/4/2015,14,4,2015,,,south,
Chelonia mydas,14/4/2015,14,4,2015,33.5,Dia 02/04/2015 - filmagem,south,
Chelonia mydas,14/4/2015,14,4,2015,45.5,,south,
Chelonia mydas,14/4/2015,14,4,2015,41.8,,south,
Caretta caretta,14/4/2015,14,4,2015,,,south,
Caretta caretta,14/4/2015,14,4,2015,77.8,,south,
Caretta caretta,14/4/2015,14,4,2015,64,,south,
Caretta caretta,14/4/2015,14,4,2015,88,,south,
Caretta caretta,14/4/2015,14,4,2015,105.2,,south,
Caretta caretta,14/4/2015,14,4,2015,80,,south,
Caretta caretta,14/4/2015,14,4,2015,72.5,,south,
Caretta caretta,14/4/2015,14,4,2015,,,south,
Caretta caretta,14/4/2015,14,4,2015,63,,south,
Caretta caretta,14/4/2015,14,4,2015,,,south,
Caretta caretta,14/4/2015,14,4,2015,77.5,,south,
Caretta caretta,14/4/2015,14,4,2015,104.2,,south,
Caretta caretta,14/4/2015,14,4,2015,105,Cabo de pesca na nadeira anterior,south,
Caretta caretta,14/4/2015,14,4,2015,66.5,,south,
Caretta caretta,14/4/2015,14,4,2015,55.5,,south,
Chelonia mydas,14/4/2015,14,4,2015,34.5,"Viva - encaminhada para o CRAM, muito magra com o externo perfurando o plastrao.",south,
Chelonia mydas,14/4/2015,14,4,2015,38,,south,
Chelonia mydas,14/4/2015,14,4,2015,46.5,,south,
Caretta caretta,14/4/2015,14,4,2015,76,,south,
Chelonia mydas,14/4/2015,14,4,2015,46.9,,south,
Chelonia mydas,14/4/2015,14,4,2015,,,south,
Caretta caretta,14/4/2015,14,4,2015,88.8,,south,
Caretta caretta,14/4/2015,14,4,2015,59.1,,south,
Caretta caretta,14/4/2015,14,4,2015,,,south,
Chelonia mydas,14/4/2015,14,4,2015,35.9,Dia 02/04/2015 - filmagem,south,
Chelonia mydas,14/4/2015,14,4,2015,37,,south,
Chelonia mydas,14/4/2015,14,4,2015,35.5,casco supranumeraria nos escudos centrais.,south,
Chelonia mydas,14/4/2015,14,4,2015,,com algas na carapaca,south,
Chelonia mydas,14/4/2015,14,4,2015,,,south,
Chelonia mydas,14/4/2015,14,4,2015,41.5,,south,
Chelonia mydas,14/4/2015,14,4,2015,51,coletada cabeça e œmero mesmo lacre.,south,
Chelonia mydas,14/4/2015,14,4,2015,46,,south,
Caretta caretta,14/4/2015,14,4,2015,,,south,
Chelonia mydas,14/4/2015,14,4,2015,51,sem cabeca,south,
Caretta caretta,14/4/2015,14,4,2015,65,,south,
Caretta caretta,14/4/2015,14,4,2015,65,,south,
Caretta caretta,14/4/2015,14,4,2015,98.5,Dia 02/04/2015 - filmagem,south,
Caretta caretta,14/4/2015,14,4,2015,67.5,,south,
Caretta caretta,14/4/2015,14,4,2015,65.5,,south,
Caretta caretta,14/4/2015,14,4,2015,,,south,
Caretta caretta,14/4/2015,14,4,2015,60,Dia 02/04/2015 - filmagem,south,
Caretta caretta,14/4/2015,14,4,2015,79,Dia 02/04/2015 - filmagem,south,
Chelonia mydas,14/4/2015,14,4,2015,56,,south,
Caretta caretta,14/4/2015,14,4,2015,70.2,Dia 02/04/2015 - filmagem - coletado musculo e pele para dna,south,
Chelonia mydas,14/4/2015,14,4,2015,,,south,
Chelonia mydas,14/4/2015,14,4,2015,43.7,"sem nadadeira esquerda com nylon no pescoco, provavelmente morte por estrangulamento.",south,
Caretta caretta,14/4/2015,14,4,2015,,,south,
Caretta caretta,14/4/2015,14,4,2015,93,,south,
Caretta caretta,14/4/2015,14,4,2015,,,south,
Chelonia mydas,14/4/2015,14,4,2015,34.4,,south,
Chelonia mydas,14/4/2015,14,4,2015,42.2,,south,
Chelonia mydas,14/4/2015,14,4,2015,,,south,
Chelonia mydas,14/4/2015,14,4,2015,33.5,,south,
Chelonia mydas,14/4/2015,14,4,2015,36.3,,south,
Chelonia mydas,14/4/2015,14,4,2015,38,,south,
Chelonia mydas,14/4/2015,14,4,2015,37,,south,
Chelonia mydas,14/4/2015,14,4,2015,45,Dia 02/04/2015 - filmagem,south,
Chelonia mydas,14/4/2015,14,4,2015,35.3,,south,
Chelonia mydas,14/4/2015,14,4,2015,,,south,
Chelonia mydas,14/4/2015,14,4,2015,52.6,com cranio quebrado,south,
Chelonia mydas,14/4/2015,14,4,2015,35.2,,south,
Chelonia mydas,14/4/2015,14,4,2015,41,,south,
Caretta caretta,14/4/2015,14,4,2015,58.5,,south,
Chelonia mydas,14/4/2015,14,4,2015,,,south,
Chelonia mydas,14/4/2015,14,4,2015,36.5,cracas e algas na carapaca e plastrao,south,
Caretta caretta,14/4/2015,14,4,2015,74.6,,south,
Chelonia mydas,14/4/2015,14,4,2015,34,,south,
Chelonia mydas,14/5/2015,14,5,2015,40,,south,
Chelonia mydas,14/5/2015,14,5,2015,42.5,,south,
Chelonia mydas,14/5/2015,14,5,2015,43,,south,
Chelonia mydas,14/5/2015,14,5,2015,40.5,viva encaminhada para o CRAM,south,
Chelonia mydas,14/5/2015,14,5,2015,43,,south,
Chelonia mydas,14/5/2015,14,5,2015,35.7,Viva encaminhada para o CRAM,south,
Caretta caretta,14/5/2015,14,5,2015,,casco quebrado,south,
Chelonia mydas,14/5/2015,14,5,2015,37.6,,south,
Chelonia mydas,14/5/2015,14,5,2015,39,,south,
Caretta caretta,14/5/2015,14,5,2015,,,south,
Caretta caretta,14/5/2015,14,5,2015,,,south,
Chelonia mydas,14/5/2015,14,5,2015,40,,south,
Caretta caretta,14/5/2015,14,5,2015,70,Musculo e pele para dna e isotopos -fotos,south,
Caretta caretta,14/5/2015,14,5,2015,,,south,
Caretta caretta,14/5/2015,14,5,2015,78,,south,
Chelonia mydas,14/5/2015,14,5,2015,43,,south,
Chelonia mydas,14/5/2015,14,5,2015,36,viva encaminhada para o CRAM,south,
Chelonia mydas,14/5/2015,14,5,2015,35,,south,
Caretta caretta,14/5/2015,14,5,2015,,,south,
Caretta caretta,14/5/2015,14,5,2015,88,coletado pele e musculo para dna e isotopos,south,
Caretta caretta,14/5/2015,14,5,2015,,,south,
Caretta caretta,14/5/2015,14,5,2015,,,south,
Chelonia mydas,14/5/2015,14,5,2015,37,viva encaminhada ,south,
Caretta caretta,14/5/2015,14,5,2015,,,south,
Caretta caretta,14/5/2015,14,5,2015,64.5,"coletado musculo  e pele para dna e isotopos, musculo p organo e metais, gordura e escudo - fotos",south,
Caretta caretta,14/5/2015,14,5,2015,,,south,
Chelonia mydas,14/5/2015,14,5,2015,36,viva encaminhada para o CRAM,south,
Caretta caretta,14/5/2015,14,5,2015,,,south,
Caretta caretta,14/5/2015,14,5,2015,79.5,,south,
Caretta caretta,14/5/2015,14,5,2015,63,coletado musculo e pele para dna e isotopos -fotos com anzol circula na boca,south,
Chelonia mydas,14/5/2015,14,5,2015,37,,south,
Chelonia mydas,14/5/2015,14,5,2015,33,viva encaminhada para o CRAM,south,
Chelonia mydas,14/5/2015,14,5,2015,39,,south,
Chelonia mydas,14/5/2015,14,5,2015,36,,south,
Chelonia mydas,14/5/2015,14,5,2015,,,south,
Chelonia mydas,14/5/2015,14,5,2015,37,,south,
Chelonia mydas,14/5/2015,14,5,2015,42.5,,south,
Caretta caretta,14/5/2015,14,5,2015,,,south,
Chelonia mydas,14/5/2015,14,5,2015,,,south,
Chelonia mydas,14/5/2015,14,5,2015,,,south,
Chelonia mydas,14/5/2015,14,5,2015,36,,south,
Chelonia mydas,14/5/2015,14,5,2015,38,so casco,south,
Chelonia mydas,14/5/2015,14,5,2015,43,sem nadadeira anterior esquerda,south,
Caretta caretta,14/5/2015,14,5,2015,,,south,
Chelonia mydas,14/5/2015,14,5,2015,,,south,
